#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-03T22:07:39 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fc9612912c2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=10	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/611/A1/spectrum
#-nav=cat:J/A+A/611/A1&tab:{J/A+A/611/A1/spectrum}&key:source=J/A+A/611/A1&HTTPPRM:&&-ref=VIZ5fc9612912c2&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=lambda&lambda=1390 .. 1810&-out=SSI&-out=e_SSI&-file=-sort&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/611/A1/spectrum
#-source=J/A+A/611/A1/spectrum
#-out=lambda
#lambda=1390 .. 1810
#-out=SSI
#-out=e_SSI
#

#RESOURCE=yCat_36110001
#Name: J/A+A/611/A1
#Title: SOLAR/SOLSPEC Spectral Irradiance - 0.5-3000nm (Meftah+, 2018)
#Table	J_A_A_611_A1_spectrum:
#Name: J/A+A/611/A1/spectrum
#Title: *SOLAR-ISS spectrum, Version: 1.1, Date: 18-October-2017
#Column	lambda	(F13.8)	Wavelength	[ucd=em.wl]
#Column	SSI	(F11.8)	? Solar spectral irradiance	[ucd=spect.index]
#Column	e_SSI	(F11.8)	? Uncertainty on SSI (k=1)	[ucd=stat.error]
lambda	SSI	e_SSI
1589.05000000	 0.22842225	 1.09522576
1589.10000000	 0.22822506	 1.09875033
1589.15000000	 0.22827001	 1.10227490
1589.20000000	 0.22831496	 1.10579946
1589.25000000	 0.22835991	 1.10932403
1589.30000000	 0.22840486	 1.11284860
1589.35000000	 0.22855128	 1.11637316
1589.40000000	 0.22876480	 1.11989773
1589.45000000	 0.22897831	 1.12342230
1589.50000000	 0.22919182	 1.12694686
1589.55000000	 0.22940534	 1.13047143
1589.60000000	 0.22988009	 1.13399599
1589.65000000	 0.23056009	 1.13752056
1589.70000000	 0.23124009	 1.14104513
1589.75000000	 0.23192009	 1.14456969
1589.80000000	 0.23260010	 1.14809426
1589.85000000	 0.23323737	 1.15161883
1589.90000000	 0.23383190	 1.15514339
1589.95000000	 0.23442644	 1.15866796
1590.00000000	 0.23502098	 1.16219253
1590.05000000	 0.23561552	 1.16571709
1590.10000000	 0.23609382	 1.16924166
1590.15000000	 0.23642417	 1.17276623
1590.20000000	 0.23675452	 1.17629079
1590.25000000	 0.23708487	 1.17981536
1590.30000000	 0.23741522	 1.18333993
1590.35000000	 0.23759627	 1.18686449
1590.40000000	 0.23753165	 1.19038906
1590.45000000	 0.23746702	 1.19391363
1590.50000000	 0.23740239	 1.19743819
1590.55000000	 0.23733776	 1.20096276
1590.60000000	 0.23728490	 1.20448733
1590.65000000	 0.23725704	 1.20801189
1590.70000000	 0.23722918	 1.21153646
1590.75000000	 0.23720133	 1.21506103
1590.80000000	 0.23717347	 1.21858559
1590.85000000	 0.23721405	 1.22211016
1590.90000000	 0.23744943	 1.22563472
1590.95000000	 0.23768480	 1.22915929
1591.00000000	 0.23792018	 1.23309359
1591.05000000	 0.23815556	 1.23786732
1591.10000000	 0.23843024	 1.24264106
1591.15000000	 0.23886217	 1.24741479
1591.20000000	 0.23929410	 1.25218853
1591.25000000	 0.23972602	 1.25696227
1591.30000000	 0.24015795	 1.26173600
1591.35000000	 0.24061119	 1.26650974
1591.40000000	 0.24119538	 1.27128347
1591.45000000	 0.24177957	 1.27605721
1591.50000000	 0.24236376	 1.28083095
1591.55000000	 0.24294795	 1.28560468
1591.60000000	 0.24353148	 1.29037842
1591.65000000	 0.24410759	 1.29515215
1591.70000000	 0.24468369	 1.29992589
1591.75000000	 0.24525980	 1.30469963
1591.80000000	 0.24583590	 1.30947336
1591.85000000	 0.24641201	 1.31424710
1591.90000000	 0.24694780	 1.31902083
1591.95000000	 0.24748358	 1.32379457
1592.00000000	 0.24801937	 1.32856831
1592.05000000	 0.24855516	 1.33334204
1592.10000000	 0.24909094	 1.33811578
1592.15000000	 0.24951641	 1.34288951
1592.20000000	 0.24993484	 1.34766325
1592.25000000	 0.25035326	 1.35243699
1592.30000000	 0.25077169	 1.35721072
1592.35000000	 0.25119011	 1.36198446
1592.40000000	 0.25146932	 1.36675819
1592.45000000	 0.25172549	 1.37153193
1592.50000000	 0.25198166	 1.37630567
1592.55000000	 0.25223783	 1.38107940
1592.60000000	 0.25249399	 1.38585314
1592.65000000	 0.25261996	 1.39062687
1592.70000000	 0.25271338	 1.39540061
1592.75000000	 0.25280679	 1.40017435
1592.80000000	 0.25290021	 1.40494808
1592.85000000	 0.25299363	 1.40972182
1592.90000000	 0.25302825	 1.41449555
1592.95000000	 0.25304000	 1.41926929
1593.00000000	 0.25305176	 1.42404303
1593.05000000	 0.25306351	 1.42881676
1593.10000000	 0.25307526	 1.43359050
1593.15000000	 0.25307096	 1.43836423
1593.20000000	 0.25305763	 1.44313797
1593.25000000	 0.25304430	 1.44791171
1593.30000000	 0.25303097	 1.45268544
1593.35000000	 0.25301764	 1.45745918
1593.40000000	 0.25300078	 1.46223291
1593.45000000	 0.25298117	 1.46700665
1593.50000000	 0.25296156	 1.47178039
1593.55000000	 0.25294194	 1.47655412
1593.60000000	 0.25292233	 1.48132786
1593.65000000	 0.25290683	 1.48610159
1593.70000000	 0.25289543	 1.49087533
1593.75000000	 0.25288403	 1.49564907
1593.80000000	 0.25287262	 1.50042280
1593.85000000	 0.25286122	 1.50519654
1593.90000000	 0.25288473	 1.50997027
1593.95000000	 0.25296059	 1.51474401
1594.00000000	 0.25303646	 1.51951775
1594.05000000	 0.25311232	 1.52429148
1594.10000000	 0.25318818	 1.52906522
1594.15000000	 0.25327885	 1.53383896
1594.20000000	 0.25340095	 1.53861269
1594.25000000	 0.25352305	 1.54338643
1594.30000000	 0.25364515	 1.54816016
1594.35000000	 0.25376725	 1.55293390
1594.40000000	 0.25388550	 1.55770764
1594.45000000	 0.25399167	 1.56248137
1594.50000000	 0.25409783	 1.56725511
1594.55000000	 0.25420400	 1.57202884
1594.60000000	 0.25431016	 1.57680258
1594.65000000	 0.25439374	 1.58157632
1594.70000000	 0.25435873	 1.58635005
1594.75000000	 0.25432371	 1.59112379
1594.80000000	 0.25428870	 1.59589752
1594.85000000	 0.25425369	 1.60067126
1594.90000000	 0.25420046	 1.60544500
1594.95000000	 0.25393779	 1.61021873
1595.00000000	 0.25367511	 1.61493977
1595.05000000	 0.25341244	 1.61942710
1595.10000000	 0.25314977	 1.62391442
1595.15000000	 0.25288710	 1.62840175
1595.20000000	 0.25249115	 1.63288908
1595.25000000	 0.25209248	 1.63737640
1595.30000000	 0.25169382	 1.64186373
1595.35000000	 0.25129515	 1.64635106
1595.40000000	 0.25089648	 1.65083839
1595.45000000	 0.25020568	 1.65532571
1595.50000000	 0.24948243	 1.65981304
1595.55000000	 0.24875917	 1.66430037
1595.60000000	 0.24803591	 1.66878769
1595.65000000	 0.24731265	 1.67327502
1595.70000000	 0.24664200	 1.67776235
1595.75000000	 0.24598450	 1.68224968
1595.80000000	 0.24532700	 1.68673700
1595.85000000	 0.24466950	 1.69122433
1595.90000000	 0.24401199	 1.69571166
1595.95000000	 0.24340469	 1.70019898
1596.00000000	 0.24281672	 1.70468631
1596.05000000	 0.24222875	 1.70917364
1596.10000000	 0.24164078	 1.71366097
1596.15000000	 0.24105281	 1.71814829
1596.20000000	 0.24080028	 1.72263562
1596.25000000	 0.24075162	 1.72712295
1596.30000000	 0.24070296	 1.73161027
1596.35000000	 0.24065429	 1.73609760
1596.40000000	 0.24060563	 1.74058493
1596.45000000	 0.24067822	 1.74507226
1596.50000000	 0.24086273	 1.74955958
1596.55000000	 0.24104724	 1.75404691
1596.60000000	 0.24123176	 1.75853424
1596.65000000	 0.24141627	 1.76302156
1596.70000000	 0.24179933	 1.76750889
1596.75000000	 0.24245659	 1.77199622
1596.80000000	 0.24311384	 1.77648355
1596.85000000	 0.24377109	 1.78097087
1596.90000000	 0.24442835	 1.78545820
1596.95000000	 0.24508294	 1.78994553
1597.00000000	 0.24573189	 1.79443285
1597.05000000	 0.24638084	 1.79892018
1597.10000000	 0.24702979	 1.80340751
1597.15000000	 0.24767874	 1.80789484
1597.20000000	 0.24832871	 1.81238216
1597.25000000	 0.24898231	 1.81686949
1597.30000000	 0.24963592	 1.82135682
1597.35000000	 0.25028952	 1.82584414
1597.40000000	 0.25094312	 1.83033147
1597.45000000	 0.25155154	 1.83481880
1597.50000000	 0.25182870	 1.83930613
1597.55000000	 0.25210586	 1.84379345
1597.60000000	 0.25238302	 1.84828078
1597.65000000	 0.25266017	 1.85276811
1597.70000000	 0.25293421	 1.85725543
1597.75000000	 0.25305524	 1.86174276
1597.80000000	 0.25317628	 1.86623009
1597.85000000	 0.25329731	 1.87071742
1597.90000000	 0.25341835	 1.87520474
1597.95000000	 0.25353938	 1.87969207
1598.00000000	 0.25348582	 1.88417940
1598.05000000	 0.25341285	 1.88866672
1598.10000000	 0.25333988	 1.89315405
1598.15000000	 0.25326691	 1.89764138
1598.20000000	 0.25319395	 1.90212871
1598.25000000	 0.25291720	 1.90661603
1598.30000000	 0.25258951	 1.91110336
1598.35000000	 0.25226182	 1.91559069
1598.40000000	 0.25193414	 1.92007801
1598.45000000	 0.25160645	 1.92456534
1598.50000000	 0.25125928	 1.92905267
1598.55000000	 0.25090377	 1.93354000
1598.60000000	 0.25054826	 1.93802732
1598.65000000	 0.25019275	 1.94251465
1598.70000000	 0.24983724	 1.94700198
1598.75000000	 0.24951058	 1.95148930
1598.80000000	 0.24920464	 1.95597663
1598.85000000	 0.24889870	 1.96046396
1598.90000000	 0.24859276	 1.96495129
1598.95000000	 0.24828682	 1.96943861
1599.00000000	 0.24808657	 1.97320073
1599.05000000	 0.24801139	 1.96560129
1599.10000000	 0.24793622	 1.95800184
1599.15000000	 0.24786104	 1.95040240
1599.20000000	 0.24778587	 1.94280296
1599.25000000	 0.24773790	 1.93520351
1599.30000000	 0.24773874	 1.92760407
1599.35000000	 0.24773957	 1.92000462
1599.40000000	 0.24774041	 1.91240518
1599.45000000	 0.24774124	 1.90480573
1599.50000000	 0.24778452	 1.89720629
1599.55000000	 0.24796221	 1.88960684
1599.60000000	 0.24813989	 1.88200740
1599.65000000	 0.24831758	 1.87440796
1599.70000000	 0.24849527	 1.86680851
1599.75000000	 0.24865424	 1.85920907
1599.80000000	 0.24867601	 1.85160962
1599.85000000	 0.24869777	 1.84401018
1599.90000000	 0.24871954	 1.83641073
1599.95000000	 0.24874130	 1.82881129
1600.00000000	 0.24876307	 1.82121184
1600.05000000	 0.24861846	 1.81361240
1600.10000000	 0.24847385	 1.80601296
1600.15000000	 0.24832924	 1.79841351
1600.20000000	 0.24818463	 1.79081407
1600.25000000	 0.24804003	 1.78321462
1600.30000000	 0.24764769	 1.77561518
1600.35000000	 0.24722158	 1.76801573
1600.40000000	 0.24679546	 1.76041629
1600.45000000	 0.24636935	 1.75281684
1600.50000000	 0.24594323	 1.74521740
1600.55000000	 0.24558509	 1.73761796
1600.60000000	 0.24524841	 1.73001851
1600.65000000	 0.24491173	 1.72241907
1600.70000000	 0.24457505	 1.71481962
1600.75000000	 0.24423837	 1.70722018
1600.80000000	 0.24393042	 1.69962073
1600.85000000	 0.24363851	 1.69202129
1600.90000000	 0.24334659	 1.68442184
1600.95000000	 0.24305468	 1.67682240
1601.00000000	 0.24276276	 1.66922296
1601.05000000	 0.24260780	 1.66162351
1601.10000000	 0.24258979	 1.65402407
1601.15000000	 0.24257178	 1.64642462
1601.20000000	 0.24255377	 1.63882518
1601.25000000	 0.24253576	 1.63122573
1601.30000000	 0.24257528	 1.62362629
1601.35000000	 0.24270866	 1.61602685
1601.40000000	 0.24284204	 1.60842740
1601.45000000	 0.24297543	 1.60082796
1601.50000000	 0.24310881	 1.59322851
1601.55000000	 0.24326885	 1.58562907
1601.60000000	 0.24350474	 1.57802962
1601.65000000	 0.24374063	 1.57043018
1601.70000000	 0.24397653	 1.56283073
1601.75000000	 0.24421242	 1.55523129
1601.80000000	 0.24443181	 1.54763185
1601.85000000	 0.24453240	 1.54003240
1601.90000000	 0.24463299	 1.53243296
1601.95000000	 0.24473359	 1.52483351
1602.00000000	 0.24483418	 1.51723407
1602.05000000	 0.24493477	 1.50963462
1602.10000000	 0.24502901	 1.50203518
1602.15000000	 0.24512312	 1.49443573
1602.20000000	 0.24521723	 1.48683629
1602.25000000	 0.24531133	 1.47923685
1602.30000000	 0.24540544	 1.47163740
1602.35000000	 0.24541150	 1.46403796
1602.40000000	 0.24540321	 1.45643851
1602.45000000	 0.24539493	 1.44883907
1602.50000000	 0.24538665	 1.44123962
1602.55000000	 0.24537837	 1.43364018
1602.60000000	 0.24538497	 1.42604073
1602.65000000	 0.24539735	 1.41844129
1602.70000000	 0.24540973	 1.41084185
1602.75000000	 0.24542211	 1.40324240
1602.80000000	 0.24543449	 1.39564296
1602.85000000	 0.24546167	 1.38804351
1602.90000000	 0.24549955	 1.38044407
1602.95000000	 0.24553743	 1.37284462
1603.00000000	 0.24557531	 1.36524518
1603.05000000	 0.24561319	 1.35866294
1603.10000000	 0.24569137	 1.35212087
1603.15000000	 0.24582083	 1.34557881
1603.20000000	 0.24595029	 1.33903675
1603.25000000	 0.24607974	 1.33249469
1603.30000000	 0.24620920	 1.32595263
1603.35000000	 0.24630281	 1.31941057
1603.40000000	 0.24631276	 1.31286850
1603.45000000	 0.24632272	 1.30632644
1603.50000000	 0.24633268	 1.29978438
1603.55000000	 0.24634263	 1.29324232
1603.60000000	 0.24633874	 1.28670026
1603.65000000	 0.24626215	 1.28015820
1603.70000000	 0.24618555	 1.27361613
1603.75000000	 0.24610896	 1.26707407
1603.80000000	 0.24603237	 1.26053201
1603.85000000	 0.24595403	 1.25398995
1603.90000000	 0.24579011	 1.24744789
1603.95000000	 0.24562618	 1.24090582
1604.00000000	 0.24546226	 1.23436376
1604.05000000	 0.24529833	 1.22782170
1604.10000000	 0.24513441	 1.22127964
1604.15000000	 0.24496696	 1.21473758
1604.20000000	 0.24479894	 1.20819552
1604.25000000	 0.24463092	 1.20165345
1604.30000000	 0.24446289	 1.19511139
1604.35000000	 0.24429487	 1.18856933
1604.40000000	 0.24411779	 1.18202727
1604.45000000	 0.24393719	 1.17548521
1604.50000000	 0.24375659	 1.16894314
1604.55000000	 0.24357598	 1.16240108
1604.60000000	 0.24339538	 1.15585902
1604.65000000	 0.24329389	 1.14931696
1604.70000000	 0.24324969	 1.14277490
1604.75000000	 0.24320549	 1.13623284
1604.80000000	 0.24316129	 1.12969077
1604.85000000	 0.24311709	 1.12314871
1604.90000000	 0.24314003	 1.11660665
1604.95000000	 0.24325571	 1.11006459
1605.00000000	 0.24337138	 1.10352253
1605.05000000	 0.24348706	 1.09698046
1605.10000000	 0.24360273	 1.09043840
1605.15000000	 0.24373956	 1.08389634
1605.20000000	 0.24393077	 1.07735428
1605.25000000	 0.24412198	 1.07081222
1605.30000000	 0.24431319	 1.06427016
1605.35000000	 0.24450440	 1.05772809
1605.40000000	 0.24466819	 1.05118603
1605.45000000	 0.24463084	 1.04464397
1605.50000000	 0.24459349	 1.03810191
1605.55000000	 0.24455615	 1.03155985
1605.60000000	 0.24451880	 1.02501779
1605.65000000	 0.24448145	 1.01847572
1605.70000000	 0.24424909	 1.01193366
1605.75000000	 0.24400860	 1.00539160
1605.80000000	 0.24376811	 0.99884954
1605.85000000	 0.24352762	 0.99230748
1605.90000000	 0.24328713	 0.98576541
1605.95000000	 0.24294998	 0.97922335
1606.00000000	 0.24258866	 0.97268129
1606.05000000	 0.24222734	 0.96613923
1606.10000000	 0.24186602	 0.95959717
1606.15000000	 0.24150470	 0.95305511
1606.20000000	 0.24123888	 0.94651304
1606.25000000	 0.24102679	 0.93997098
1606.30000000	 0.24081469	 0.93342892
1606.35000000	 0.24060260	 0.92688686
1606.40000000	 0.24039050	 0.92034480
1606.45000000	 0.24023321	 0.91380273
1606.50000000	 0.24013529	 0.90726067
1606.55000000	 0.24003737	 0.90071861
1606.60000000	 0.23993946	 0.89417655
1606.65000000	 0.23984154	 0.88763449
1606.70000000	 0.23983317	 0.88109243
1606.75000000	 0.24001511	 0.87455036
1606.80000000	 0.24019704	 0.86800830
1606.85000000	 0.24037897	 0.86146624
1606.90000000	 0.24056091	 0.85492418
1606.95000000	 0.24076362	 0.84838212
1607.00000000	 0.24107545	 0.84184006
1607.05000000	 0.24138729	 0.84712677
1607.10000000	 0.24169912	 0.85393547
1607.15000000	 0.24201095	 0.86074417
1607.20000000	 0.24232278	 0.86755287
1607.25000000	 0.24268488	 0.87436157
1607.30000000	 0.24304699	 0.88117027
1607.35000000	 0.24340909	 0.88797897
1607.40000000	 0.24377119	 0.89478768
1607.45000000	 0.24413330	 0.90159638
1607.50000000	 0.24433288	 0.90840508
1607.55000000	 0.24449680	 0.91521378
1607.60000000	 0.24466071	 0.92202248
1607.65000000	 0.24482462	 0.92883118
1607.70000000	 0.24498853	 0.93563988
1607.75000000	 0.24506722	 0.94244858
1607.80000000	 0.24510201	 0.94925728
1607.85000000	 0.24513680	 0.95606598
1607.90000000	 0.24517159	 0.96287468
1607.95000000	 0.24520638	 0.96968338
1608.00000000	 0.24520104	 0.97649209
1608.05000000	 0.24515221	 0.98330079
1608.10000000	 0.24510339	 0.99010949
1608.15000000	 0.24505456	 0.99691819
1608.20000000	 0.24500574	 1.00372689
1608.25000000	 0.24495573	 1.01053559
1608.30000000	 0.24490322	 1.01734429
1608.35000000	 0.24485070	 1.02415299
1608.40000000	 0.24479819	 1.03096169
1608.45000000	 0.24474567	 1.03777039
1608.50000000	 0.24468998	 1.04457909
1608.55000000	 0.24461476	 1.05138780
1608.60000000	 0.24453955	 1.05819650
1608.65000000	 0.24446434	 1.06500520
1608.70000000	 0.24438912	 1.07181390
1608.75000000	 0.24431391	 1.07862260
1608.80000000	 0.24396220	 1.08543130
1608.85000000	 0.24359897	 1.09224000
1608.90000000	 0.24323574	 1.09904870
1608.95000000	 0.24287251	 1.10585740
1609.00000000	 0.24250928	 1.11266610
1609.05000000	 0.24191331	 1.11947480
1609.10000000	 0.24125917	 1.12628350
1609.15000000	 0.24060502	 1.13309221
1609.20000000	 0.23995087	 1.13990091
1609.25000000	 0.23929673	 1.14670961
1609.30000000	 0.23858826	 1.15351831
1609.35000000	 0.23784649	 1.16032701
1609.40000000	 0.23710473	 1.16713571
1609.45000000	 0.23636296	 1.17394441
1609.50000000	 0.23562120	 1.18075311
1609.55000000	 0.23493565	 1.18756181
1609.60000000	 0.23432163	 1.19437051
1609.65000000	 0.23370762	 1.20117921
1609.70000000	 0.23309361	 1.20798792
1609.75000000	 0.23247960	 1.21479662
1609.80000000	 0.23191917	 1.22160532
1609.85000000	 0.23151124	 1.22841402
1609.90000000	 0.23110331	 1.23522272
1609.95000000	 0.23069537	 1.24203142
1610.00000000	 0.23028744	 1.24884012
1610.05000000	 0.22990070	 1.25564882
1610.10000000	 0.22984589	 1.26245752
1610.15000000	 0.22979109	 1.26926622
1610.20000000	 0.22973628	 1.27607492
1610.25000000	 0.22968148	 1.28288363
1610.30000000	 0.22962667	 1.28969233
1610.35000000	 0.22993622	 1.29650103
1610.40000000	 0.23029545	 1.30330973
1610.45000000	 0.23065468	 1.31011843
1610.50000000	 0.23101391	 1.31692713
1610.55000000	 0.23137314	 1.32373583
1610.60000000	 0.23183282	 1.33054453
1610.65000000	 0.23233515	 1.33735323
1610.70000000	 0.23283748	 1.34416193
1610.75000000	 0.23333981	 1.35097063
1610.80000000	 0.23384213	 1.35777933
1610.85000000	 0.23427817	 1.36458804
1610.90000000	 0.23464791	 1.37139674
1610.95000000	 0.23501765	 1.37820544
1611.00000000	 0.23538739	 1.38501414
1611.05000000	 0.23575713	 1.40775471
1611.10000000	 0.23604559	 1.43371229
1611.15000000	 0.23616134	 1.45966987
1611.20000000	 0.23627709	 1.48562745
1611.25000000	 0.23639284	 1.51158504
1611.30000000	 0.23650859	 1.53754262
1611.35000000	 0.23661527	 1.56350020
1611.40000000	 0.23665547	 1.58945778
1611.45000000	 0.23669568	 1.61541537
1611.50000000	 0.23673588	 1.64137295
1611.55000000	 0.23677608	 1.66733053
1611.60000000	 0.23681629	 1.69328811
1611.65000000	 0.23680979	 1.71924569
1611.70000000	 0.23679923	 1.74520328
1611.75000000	 0.23678867	 1.77116086
1611.80000000	 0.23677812	 1.79711844
1611.85000000	 0.23676756	 1.82307602
1611.90000000	 0.23680898	 1.84903361
1611.95000000	 0.23686866	 1.87499119
1612.00000000	 0.23692834	 1.90094877
1612.05000000	 0.23698802	 1.92690635
1612.10000000	 0.23704770	 1.95286393
1612.15000000	 0.23713524	 1.97882152
1612.20000000	 0.23724651	 2.00477910
1612.25000000	 0.23735779	 2.03073668
1612.30000000	 0.23746906	 2.05669426
1612.35000000	 0.23758034	 2.08265184
1612.40000000	 0.23772771	 2.10860943
1612.45000000	 0.23794577	 2.13456701
1612.50000000	 0.23816383	 2.16052459
1612.55000000	 0.23838190	 2.18648217
1612.60000000	 0.23859996	 2.21243976
1612.65000000	 0.23881955	 2.23839734
1612.70000000	 0.23904837	 2.26435492
1612.75000000	 0.23927719	 2.29031250
1612.80000000	 0.23950600	 2.31627008
1612.85000000	 0.23973482	 2.34222767
1612.90000000	 0.23996364	 2.36818525
1612.95000000	 0.24009960	 2.39414283
1613.00000000	 0.24022963	 2.42010041
1613.05000000	 0.24035966	 2.44605799
1613.10000000	 0.24048969	 2.47201558
1613.15000000	 0.24061972	 2.49797316
1613.20000000	 0.24059076	 2.52393074
1613.25000000	 0.24050593	 2.54988832
1613.30000000	 0.24042110	 2.57584591
1613.35000000	 0.24033628	 2.60180349
1613.40000000	 0.24025145	 2.62776107
1613.45000000	 0.24014611	 2.65371865
1613.50000000	 0.24002183	 2.67967623
1613.55000000	 0.23989755	 2.70563382
1613.60000000	 0.23977327	 2.73159140
1613.65000000	 0.23964899	 2.75754898
1613.70000000	 0.23954372	 2.78350656
1613.75000000	 0.23947883	 2.80946414
1613.80000000	 0.23941394	 2.83542173
1613.85000000	 0.23934906	 2.86137931
1613.90000000	 0.23928417	 2.88733689
1613.95000000	 0.23922885	 2.91329447
1614.00000000	 0.23925781	 2.93925206
1614.05000000	 0.23928677	 2.96520964
1614.10000000	 0.23931572	 2.99116722
1614.15000000	 0.23934468	 3.01712480
1614.20000000	 0.23937363	 3.04308238
1614.25000000	 0.23942689	 3.06903997
1614.30000000	 0.23948285	 3.09499755
1614.35000000	 0.23953881	 3.12095513
1614.40000000	 0.23959476	 3.14691271
1614.45000000	 0.23965072	 3.17287030
1614.50000000	 0.23963603	 3.19882788
1614.55000000	 0.23958840	 3.22478546
1614.60000000	 0.23954077	 3.25074304
1614.65000000	 0.23949314	 3.27670062
1614.70000000	 0.23944551	 3.30265821
1614.75000000	 0.23930796	 3.32861579
1614.80000000	 0.23907300	 3.35457337
1614.85000000	 0.23883804	 3.38053095
1614.90000000	 0.23860308	 3.40648853
1614.95000000	 0.23836812	 3.43244612
1615.00000000	 0.23806378	 3.45840370
1615.05000000	 0.23755991	 3.46370564
1615.10000000	 0.23705603	 3.46390806
1615.15000000	 0.23655216	 3.46411049
1615.20000000	 0.23604829	 3.46431291
1615.25000000	 0.23554050	 3.46451533
1615.30000000	 0.23493876	 3.46471775
1615.35000000	 0.23433703	 3.46492018
1615.40000000	 0.23373530	 3.46512260
1615.45000000	 0.23313357	 3.46532502
1615.50000000	 0.23253183	 3.46552744
1615.55000000	 0.23204762	 3.46572987
1615.60000000	 0.23158921	 3.46593229
1615.65000000	 0.23113080	 3.46613471
1615.70000000	 0.23067239	 3.46633713
1615.75000000	 0.23021398	 3.46653955
1615.80000000	 0.22988678	 3.46674198
1615.85000000	 0.22964707	 3.46694440
1615.90000000	 0.22940735	 3.46714682
1615.95000000	 0.22916763	 3.46734924
1616.00000000	 0.22892792	 3.46755167
1616.05000000	 0.22876643	 3.46775409
1616.10000000	 0.22873258	 3.46795651
1616.15000000	 0.22869873	 3.46815893
1616.20000000	 0.22866488	 3.46836135
1616.25000000	 0.22863103	 3.46856378
1616.30000000	 0.22862718	 3.46876620
1616.35000000	 0.22878083	 3.46896862
1616.40000000	 0.22893448	 3.46917104
1616.45000000	 0.22908814	 3.46937347
1616.50000000	 0.22924179	 3.46957589
1616.55000000	 0.22939544	 3.46977831
1616.60000000	 0.22970157	 3.46998073
1616.65000000	 0.23002097	 3.47018315
1616.70000000	 0.23034036	 3.47038558
1616.75000000	 0.23065975	 3.47058800
1616.80000000	 0.23097915	 3.47079042
1616.85000000	 0.23130888	 3.47099284
1616.90000000	 0.23164301	 3.47119527
1616.95000000	 0.23197713	 3.47139769
1617.00000000	 0.23231125	 3.47160011
1617.05000000	 0.23264538	 3.47180253
1617.10000000	 0.23300492	 3.47200496
1617.15000000	 0.23339200	 3.47220738
1617.20000000	 0.23377907	 3.47240980
1617.25000000	 0.23416615	 3.47261222
1617.30000000	 0.23455323	 3.47281464
1617.35000000	 0.23493425	 3.47301707
1617.40000000	 0.23529608	 3.47321949
1617.45000000	 0.23565791	 3.47342191
1617.50000000	 0.23601974	 3.47362433
1617.55000000	 0.23638157	 3.47382676
1617.60000000	 0.23674249	 3.47402918
1617.65000000	 0.23705844	 3.47423160
1617.70000000	 0.23737439	 3.47443402
1617.75000000	 0.23769035	 3.47463644
1617.80000000	 0.23800630	 3.47483887
1617.85000000	 0.23832225	 3.47504129
1617.90000000	 0.23848709	 3.47524371
1617.95000000	 0.23860931	 3.47544613
1618.00000000	 0.23873152	 3.47564856
1618.05000000	 0.23885373	 3.47585098
1618.10000000	 0.23897595	 3.47605340
1618.15000000	 0.23901678	 3.47625582
1618.20000000	 0.23898828	 3.47645824
1618.25000000	 0.23895979	 3.47666067
1618.30000000	 0.23893129	 3.47686309
1618.35000000	 0.23890279	 3.47706551
1618.40000000	 0.23885341	 3.47726793
1618.45000000	 0.23875531	 3.47747036
1618.50000000	 0.23865720	 3.47767278
1618.55000000	 0.23855910	 3.47787520
1618.60000000	 0.23846099	 3.47807762
1618.65000000	 0.23836549	 3.47828005
1618.70000000	 0.23831078	 3.47848247
1618.75000000	 0.23825607	 3.47868489
1618.80000000	 0.23820136	 3.47888731
1618.85000000	 0.23814665	 3.47908973
1618.90000000	 0.23809194	 3.47929216
1618.95000000	 0.23808894	 3.47949458
1619.00000000	 0.23809744	 3.47969700
1619.05000000	 0.23810595	 3.46331651
1619.10000000	 0.23811445	 3.44263365
1619.15000000	 0.23812296	 3.42195079
1619.20000000	 0.23796586	 3.40126793
1619.25000000	 0.23768885	 3.38058507
1619.30000000	 0.23741183	 3.35990221
1619.35000000	 0.23713481	 3.33921936
1619.40000000	 0.23685780	 3.31853650
1619.45000000	 0.23650623	 3.29785364
1619.50000000	 0.23600993	 3.27717078
1619.55000000	 0.23551363	 3.25648792
1619.60000000	 0.23501733	 3.23580506
1619.65000000	 0.23452103	 3.21512220
1619.70000000	 0.23401291	 3.19443934
1619.75000000	 0.23336882	 3.17375648
1619.80000000	 0.23272473	 3.15307362
1619.85000000	 0.23208064	 3.13239076
1619.90000000	 0.23143655	 3.11170791
1619.95000000	 0.23079246	 3.09102505
1620.00000000	 0.23033434	 3.07034219
1620.05000000	 0.22991165	 3.04965933
1620.10000000	 0.22948896	 3.02897647
1620.15000000	 0.22906627	 3.00829361
1620.20000000	 0.22864358	 2.98761075
1620.25000000	 0.22828220	 2.96692789
1620.30000000	 0.22796168	 2.94624503
1620.35000000	 0.22764117	 2.92556217
